date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:38:20	87805/87805	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202020%2014:36:08%20GMT	http://wp.acmeedesign.com/bookstore/shop/page/2/?add_to_wishlist=92&add-to-cart=74	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/page/2/indexe2da.html	(from http://wp.acmeedesign.com/bookstore/shop/page/2/?add_to_wishlist=92)
21:38:28	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:38:21%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=86&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index1009.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:38:38	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:38:30%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=78&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/indexa7c3.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:38:54	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:38:37%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=73&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index04f2.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:38:57	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:38:37%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=91&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index3bf9.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:39:05	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:38:53%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=92&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index7a02.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:39:20	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:39:00%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=8&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index04f8.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:39:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:39:10%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87&action=yith-woocompare-add-product&id=87&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/index6f92.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
21:39:26	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2013%20Feb%202020%2014:39:22%20GMT	http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=8&action=yith-woocompare-add-product&id=86&_wpnonce=7156f5a924	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/indexa3fe.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=8)
21:39:30	87806/87806	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Feb%202020%2014:39:07%20GMT	http://wp.acmeedesign.com/bookstore/shop/page/2/?add-to-cart=87&add_to_wishlist=87	E:/Template_Book/Home/wp.acmeedesign.com/bookstore/shop/page/2/indexb0a7.html	(from http://wp.acmeedesign.com/bookstore/shop/?add-to-cart=87&add_to_wishlist=87)
